region,sector,0
HTI,Post and Telecommunications,7.997942980323223e-07
HTI,Finacial Intermediation and Business Activities,5.30914260208718e-07
HTI,Public Administration,5.583707152860276e-08
HTI,"Education, Health and Other Services",1.0994952243733791e-07
HTI,Private Households,5.389183862886577e-08
HTI,Others,6.487480564713624e-09
HTI,Re-export & Re-import,8.334118579469282e-12
LKA,Agriculture,0.00012606118449465126
LKA,Fishing,7.23768780025295e-06
LKA,Mining and Quarrying,2.4993617291231665e-07
LKA,Food & Beverages,3.254942976953554e-06
LKA,Textiles and Wearing Apparel,6.846949114729151e-05
LKA,Wood and Paper,2.6038020798933417e-05
LKA,"Petroleum, Chemical and Non-Metallic Mineral Products",9.832450402196788e-05
LKA,Metal Products,2.420304723705881e-05
LKA,Electrical and Machinery,8.690609568440153e-05
LKA,Transport Equipment,3.3453211448533226e-06
LKA,Other Manufacturing,3.7738826963911625e-05
LKA,Recycling,1.146607449036697e-07
LKA,"Electricity, Gas and Water",4.960275174990373e-06
LKA,Construction,7.420107621476448e-05
LKA,Maintenance and Repair,1.0943187992913331e-06
LKA,Wholesale Trade,2.2152253082469685e-05
LKA,Retail Trade,2.4363320279381492e-06
LKA,Hotels and Restraurants,1.632019028612192e-06
LKA,Transport,1.1511226441326365e-05
LKA,Post and Telecommunications,1.5636270324190306e-05
LKA,Finacial Intermediation and Business Activities,9.523831247530506e-05
LKA,Public Administration,6.502778426897362e-06
LKA,"Education, Health and Other Services",8.116206292820379e-05
LKA,Private Households,8.261117208116174e-07
LKA,Others,1.8499663808832003e-06
LKA,Re-export & Re-import,4.574113147773734e-11
BGD,Agriculture,0.00013598479238211906
BGD,Fishing,6.209447590654296e-06
BGD,Mining and Quarrying,6.7556001618998685e-06
BGD,Food & Beverages,1.850526159517662e-05
BGD,Textiles and Wearing Apparel,0.00033640755117760686
BGD,Wood and Paper,4.9427151323329016e-05
BGD,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00012768634871847265
BGD,Metal Products,2.510440301686985e-05
BGD,Electrical and Machinery,1.990853416404284e-05
BGD,Transport Equipment,2.7593512439928442e-06
BGD,Other Manufacturing,1.6726335827734025e-05
BGD,Recycling,4.79663844564915e-07
BGD,"Electricity, Gas and Water",2.1339923239535403e-05
BGD,Construction,2.741374951425379e-05
BGD,Maintenance and Repair,4.668849876107971e-06
BGD,Wholesale Trade,0.00014104893229350822
BGD,Retail Trade,9.001653785487613e-06
BGD,Hotels and Restraurants,3.776593807300962e-05
BGD,Transport,0.00027987630050893314
BGD,Post and Telecommunications,8.36980114425459e-05
BGD,Finacial Intermediation and Business Activities,7.137941054385986e-05
BGD,Public Administration,4.177178266247393e-06
BGD,"Education, Health and Other Services",4.956908430533141e-05
BGD,Private Households,5.439754985208469e-07
BGD,Others,1.6752910417946548e-06
BGD,Re-export & Re-import,3.416205997068868e-11
MRT,Agriculture,6.3912021683092925e-06
MRT,Fishing,2.5076334596771735e-06
MRT,Mining and Quarrying,4.256582692597037e-06
MRT,Food & Beverages,5.68052609210553e-06
MRT,Textiles and Wearing Apparel,2.2060839473279161e-07
MRT,Wood and Paper,1.0151746386063637e-06
MRT,"Petroleum, Chemical and Non-Metallic Mineral Products",1.4770773700573656e-06
MRT,Metal Products,1.118358555248984e-06
MRT,Electrical and Machinery,1.1075716837334988e-06
MRT,Transport Equipment,1.5792309209153302e-07
MRT,Other Manufacturing,1.9140960699433115e-07
MRT,Recycling,1.5224890756274678e-08
